fingerprint,title,author,issue,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
33rXS4DwLMLvMoWi/7yQ1NRyfQI=,Since He Came Back,Lindsay King-Miller,101,2022-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/since-he-came-back,"Things have been weird since our dad came back from the dead. He’s quieter, for one thing. It’s not that he talks a lot less — he never talked much — but he ...",./scrape/jsonfiles/8Itv-NoDeC4XHC8BHTYKXdcJOoQ.json,TRUE
MMPKZBR/k/rF1Gx1kvXloW9zhn8=,"knick knack, knick knack",Holly Lyn Walrath,52,2018-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/knick-knack-knick-knack,"When you were a child, white skulls used to follow you through the woods. You tried to catch a glimpse of them, but when you turned your head their skeleton ...",./scrape/jsonfiles/f0tL-vYDTvapanhC9zybWQd766U.json,TRUE
cHgHUC5zb1zW2izlEzZwl12tQn8=,All Manner of Men and Monsters,Rebecca M. Latimer; illustrated by Galen Dara,18,2014-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue18/chapter/all-manner-of-men-and-monsters/,"I remember my father spitting lightning into sand, forming misshapen glass with which to decorate my mother’s tower. He’d built it himself, with stacks of bl...",./scrape/jsonfiles/ocI3Avhe7MQEsc0j77pu5T1EYvk.json,TRUE
QRSaJwmaBE1K/JIbk8g+YBSOg50=,Realism,M. R. Herbert,86,2020-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/realism,"Ashi doesn’t know where the bodies go when he finishes, and he doesn’t care.",./scrape/jsonfiles/YO8cZw-oFJ4ZI5RxaIvIOghRB2w.json,TRUE
5XOciztnsbbTlb8rR+OhDl0Ehn8=,"Roar, Sweet Child, Roar",Sydnee Thompson,97,2021-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/roar-sweet-child-roar,"He woke up in a shallow puddle on the edge of the forest, mud thick and golden like molasses coating his bare body from head to toe. He felt like he’d just b...",./scrape/jsonfiles/AYy9ulP0i6aVFXTj-ns9jLeWrKU.json,TRUE
KP+pPqNj0pHHIy9eIBKXeN3hqfw=,The Magnitude of It All,Eleanor R. Wood,95,2021-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-magnitude-of-it-all,"The data’s so fine; my readings are so delicate. At the quantum level, the most miniscule alterations change everything. What I’m seeing can’t be there…. It ...",./scrape/jsonfiles/6xZcMfb2xX2NdfHoGP5agz+inI4.json,TRUE
0dOtR9AHGENfPKN99An+l9vK808=,"Downstairs, Upstairs",Melissa Mead,6,2013-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue6/chapter/downstairs-upstairs/,"Working for the Almighty is no piece of cake. Even the winged guys Upstairs have it tough, working 24/7 for Eternity. The Downstairs folks have the same hour...",./scrape/jsonfiles/4bRxN+1qYjAFLUg3dcYzt763ptg.json,TRUE
TwRKqV9II/dGaTWE2leve5llqz8=,Shrugging Off the Weight of the World,Dantzel Cherry,11,2014-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue11/chapter/shrugging-off-the-weight-of-the-world/,"With each passing minute the sky dug a little harder onto Atlas’s shoulders. His legs trembled as he pushed against his black, ceaselessly oppressive burden....",./scrape/jsonfiles/QqDh0iUPBWTE6uibdoMmXHZ8CQc.json,TRUE
PbViVst0bEoZJnDXNAqUzYpVSLI=,The Paladin Protocol,Sydnee Thompson,55,2018-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-paladin-protocol,"A tingling sensation builds on the skin above Aaryn’s ears. They blink their eyes open, waiting for the message alert to reach their implant.",./scrape/jsonfiles/Mi3fzzMjYJFxM+gAOdC6uQ0u1lU.json,TRUE
9PZFhVDM5e3tHYGNu4xj0lbHCIY=,Iyanuoluwa-Mercy of God,Jojo Bee,53,2018-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/iyanuoluwa-mercy-of-god,One day a blue-eyed devil came and took me away.,./scrape/jsonfiles/Fyv0DKcH6gouNGNytsWA7m5I-5o.json,TRUE
O3N/FJ8SwNaK9n/4KjcgudoMlso=,"By Stone, by Sea, by Flower, by Thorn",Sarah Goslee,58,2018-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/by-stone-by-sea-by-flower-by-thorn,"The bones of the earth are close to the surface here, all knobby elbows and wrinkled knees. In my childhood home, the land’s skeleton is well-fleshed with de...",./scrape/jsonfiles/38NmkTR14VpWTpjunLlbGo-2yv4.json,TRUE
slrJGEKfP5RKFrjdbjOO/K2H948=,Ham Salad,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue5/chapter/the-forever-endeavor-part-two/,7. HAM SALAD,./scrape/jsonfiles/tODG9d3fVNlqlW96kxBb+Q2M500.json,TRUE
CZP32JJPWj6SMNtNAnOIoDDr5f4=,For What Dignity Remains,Michelle Muenzler,70,2019-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/for-what-dignity-remains,"When it comes to funerals, it’s always best a dead man’s hands be peeled. That’s what I’ve been taught, that’s what I believe. Something about that sheath of...",./scrape/jsonfiles/gIUZ3DxA3CxhPbCFDdf7fScEOQc.json,TRUE
I9E37zYQsc6i5L4FXeu7mgVaPCM=,Guard Post,Paul O'Donohoe,14,2014-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue14/chapter/guard-post/,"It took a minute to notice over the constant sound of moving water in this place, but it was definitely snoring. The soft noise was drifting around the corne...",./scrape/jsonfiles/tDeuW2oVGWZe7BA18kLc9X9w7nA.json,TRUE
RLNFNHkll+NTwWkSavWTMcj9jvU=,Re: Little Miss Apocalypse Playset,Effie Seiberg,30,2016-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue30/chapter/re-little-miss-apocalypse-playset/,To: LMAmerchandising,./scrape/jsonfiles/A8-p8Tl+vidpbBkZcExgzS47htI.json,TRUE
cuH/s4BteIXPRTZJ0hFDEOV3uIc=,Medusa,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/medusa,a hundred angers sprouted from my head like snakes it was not safe to cross the border it was not safe to live like that,./scrape/jsonfiles/wxhKCwdXD6fFNCjewtiN6scMR6Y.json,TRUE
CK+dmDqabUryYWrJYf5JAIjUb2c=,Petals,Joanne Rixon,70,2019-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/petals,"In the parking lot outside the prison, dry cracked concrete edges out in a flat pan with no clear end. At some point it turns into gravel, then sand. Tiny re...",./scrape/jsonfiles/DkhTiTxAcFAcCMfEEfNnvU35jxA.json,TRUE
Ahe8c1Kfx7kY3Hx7dlxrW1jH8Pk=,Reborn,Katie Pugh,12,2014-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue12/chapter/27/,"Tara always pulled her minivan into the section of the parking lot littered with chalk drawings and with signs showing storks, strollers, and large-bellied f...",./scrape/jsonfiles/PXLmwcuuR7LZ5aaBnOygcVpmUgI.json,TRUE
zyCXVsPSD/6l5hkEPQlcicgYZ2Y=,"It Happened To Me: My Doppleganger Stole My Credit Card Info, and then My Life",Nino Cipri,39,2017-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue39/chapter/it-happened-to-me-my-doppleganger-stole-my-credit-card-info-and-then-my-life/,She’ll bring out the best and the worst you can be,./scrape/jsonfiles/-zM+EsH3gF4a+KB9Tc2A1AtaYmc.json,TRUE
iR7Pg6qvMP3o/84fXtH6mmlrYDs=,Snow White,Mikki Kendall,43,2017-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/snow-white,It is a curious thing to live long enough to hear the story of your life go from a gossipy tale told by people on the periphery to a myth that frames you bot...,./scrape/jsonfiles/usBm+DOX4iuCuAaRud-ZaAuog4E.json,TRUE
E5w10ku0sWO77UnWQ0p3VgVD7xM=,When First He Laid Eyes,Rachael K. Jones,30,2016-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue30/chapter/when-first-he-laid-eyes/,"A girl’s first stalker is always a cause for celebration. She will phone her mother with the big news and spill the story in a tangle of words, voice raw wit...",./scrape/jsonfiles/eAYWYvSLgopOTMkuGaTKVQJLriY.json,TRUE
xR7JWOZpzMp28Vj+k7e8GWbexhQ=,There Will Be No Alien Invasion,Sam F. Weiss,94,2021-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/there-will-be-no-alien-invasion,Day 1,./scrape/jsonfiles/Q7EOXfXLnfbeCSpo9czsfbSShts.json,TRUE
